id,state,date,amount,currency_name,currency_code,from,to,description
4754778,PENDING,2023-03-22T19:17:05Z,14992,Kyat,MMK,Discover 9055259074920445,American Express 3629785004484612,Перевод с карты на карту
4334041,EXECUTED,2022-04-04T10:18:00Z,26815,Rial,OMR,Discover 1088570417182649,Mastercard 4849489084219692,Перевод с карты на карту
1358349,PENDING,2020-10-05T10:31:57Z,31503,Ruble,RUB,null,Счет 69086868315648596195,Открытие вклада
3008563,EXECUTED,2021-06-27T00:24:40Z,30676,Peso,COP,Discover 9288658523884462,Discover 1675227087213295,Перевод с карты на карту
3452026,EXECUTED,2020-11-29T04:05:22Z,13904,Dollar,USD,Discover 3997172545715093,Visa 1271700028218282,Перевод с карты на карту
28752,EXECUTED,2020-06-12T18:13:49Z,14280,Rupiah,IDR,Visa 0482592248028280,Discover 0377336897067978,Перевод с карты на карту
1360110,CANCELED,2020-08-21T23:36:53Z,11369,Rupiah,IDR,null,Счет 69506784209300438068,Открытие вклада
4569563,EXECUTED,2022-05-31T12:42:38Z,29532,Ruble,RUB,Visa 9698316448168820,Счет 91507178049597221508,Перевод организации
2012882,CANCELED,2022-05-18T23:56:30Z,16603,Yen,JPY,Visa 3869022043135134,Счет 68777928906074308386,Перевод организации
558890,EXECUTED,2021-06-16T12:49:07Z,12427,Yuan Renminbi,CNY,Счет 11566380174877790074,Счет 74115943345949412181,Перевод со счета на счет
1551166,EXECUTED,2023-08-08T06:20:32Z,17842,Dalasi,GMD,American Express 0395914838661825,American Express 8409502985214737,Перевод с карты на карту
1693111,EXECUTED,2022-12-10T08:36:52Z,31677,Rupiah,IDR,Mastercard 6842170440603597,Visa 0471283840498463,Перевод с карты на карту
908382,EXECUTED,2020-12-09T10:12:29Z,23854,Yuan Renminbi,CNY,Счет 23088442150546685669,Счет 47740967047235244813,Перевод со счета на счет
5089912,EXECUTED,2021-05-22T23:01:51Z,32548,Sol,PEN,Visa 2631801931326824,Mastercard 8284431390018235,Перевод с карты на карту
3471677,EXECUTED,2021-03-13T16:17:07Z,11772,Real,BRL,Visa 7758085908041346,Visa 2810561341171616,Перевод с карты на карту
379155,PENDING,2021-04-06T20:25:12Z,23765,Ruble,BYR,null,Счет 47740967047235244813,Открытие вклада
4835094,CANCELED,2022-10-07T11:48:32Z,19663,Kwanza,AOA,Visa 8763379793013723,Счет 74619639247860575344,Перевод организации
4711001,CANCELED,2023-05-11T21:45:56Z,34157,Rupiah,IDR,American Express 2857211436189179,American Express 6360787484826256,Перевод с карты на карту
4537781,EXECUTED,2022-05-11T09:44:25Z,21921,Sol,PEN,Visa 8831032741874724,American Express 1466174582470293,Перевод с карты на карту
3096393,EXECUTED,2020-05-19T05:17:01Z,16510,Yuan Renminbi,CNY,Mastercard 0045192228548164,Счет 02495401027894245703,Перевод организации
1718927,PENDING,2020-01-30T00:05:50Z,11284,Rupiah,IDR,null,Счет 58661644025578523199,Открытие вклада
5441712,EXECUTED,2022-01-08T04:56:42Z,11972,Rupiah,IDR,American Express 2479866998030340,Visa 0893227870473409,Перевод с карты на карту
5425151,EXECUTED,2023-06-13T18:21:09Z,17826,Euro,EUR,Счет 31721554537010850159,Счет 85407266025384686794,Перевод со счета на счет
4892900,EXECUTED,2022-09-24T11:31:07Z,22893,Yuan Renminbi,CNY,Mastercard 4728451367326434,American Express 6640255106144358,Перевод с карты на карту
2367328,PENDING,2022-08-29T16:22:32Z,27012,Franc,XOF,Discover 1781865926439519,American Express 7807738435996717,Перевод с карты на карту
3896277,PENDING,2023-01-06T10:17:09Z,12077,Rupiah,IDR,null,Счет 38786697703780679258,Открытие вклада
4547801,PENDING,2023-01-21T23:58:59Z,14109,Rupiah,IDR,null,Счет 37292228167431639458,Открытие вклада
4415761,EXECUTED,2023-08-11T17:09:23Z,11353,Yuan Renminbi,CNY,null,Счет 09295963896712034608,Открытие вклада
2551770,EXECUTED,2020-12-28T04:11:21Z,22712,Yuan Renminbi,CNY,Discover 9174977643576639,Счет 52257899944189235733,Перевод организации
3691525,EXECUTED,2021-03-14T07:31:40Z,12576,Ruble,RUB,Discover 8455447150087314,Счет 70453658863403233739,Перевод организации
5179048,EXECUTED,2022-09-03T09:34:24Z,31521,Yen,JPY,Счет 59534889651423586320,Счет 36811952681529633206,Перевод со счета на счет
5377229,EXECUTED,2020-11-13T18:31:57Z,23342,Won,KRW,null,Счет 46902032153653617736,Открытие вклада
3007428,CANCELED,2020-09-26T13:13:47Z,23018,Euro,EUR,American Express 1885071020839637,Mastercard 0284573420591787,Перевод с карты на карту
1420514,CANCELED,2020-03-13T20:51:45Z,27490,Yuan Renminbi,CNY,Discover 8638516944975160,Visa 3373381060903806,Перевод с карты на карту
634616,EXECUTED,2021-02-05T05:08:40Z,32588,Shekel,ILS,Счет 35195797029781719656,Счет 31264381060801999248,Перевод со счета на счет
4734516,EXECUTED,2022-06-03T20:37:17Z,15031,Euro,EUR,null,Счет 96690027607569962490,Открытие вклада
2927678,PENDING,2020-04-20T08:50:55Z,22584,Krona,SEK,Visa 5273150871379598,Visa 2228394034527340,Перевод с карты на карту
2460621,PENDING,2020-11-28T15:04:06Z,18158,Rupiah,IDR,null,Счет 96408418161748634691,Открытие вклада
1979998,EXECUTED,2021-02-22T00:51:39Z,23534,Yuan Renminbi,CNY,American Express 6020270819126293,Visa 4261808452060055,Перевод с карты на карту
3810758,EXECUTED,2022-06-04T21:45:58Z,29801,Yuan Renminbi,CNY,null,Счет 56283776493392806740,Открытие вклада
2767427,EXECUTED,2021-02-09T16:11:41Z,27557,Rupiah,IDR,American Express 7477353911723378,Mastercard 1402368714925615,Перевод с карты на карту
3016370,EXECUTED,2020-09-22T15:17:30Z,16758,Rupiah,IDR,American Express 5028925693257690,Discover 6091540200889316,Перевод с карты на карту
1608930,EXECUTED,2022-04-24T07:33:16Z,18125,Ruble,RUB,Mastercard 8817383202472795,Discover 3942175254816690,Перевод с карты на карту
3862,EXECUTED,2021-05-03T06:32:16Z,27659,Yuan Renminbi,CNY,null,Счет 19936602583627093270,Открытие вклада
5431193,EXECUTED,2023-07-22T04:42:19Z,31666,Euro,EUR,Visa 3372623503519548,Visa 9450037731048655,Перевод с карты на карту
1983712,EXECUTED,2022-09-28T12:22:06Z,29469,Guarani,PYG,null,Счет 26735130351449708079,Открытие вклада
4028597,EXECUTED,2022-01-23T00:38:02Z,29959,Naira,NGN,null,Счет 81029074724669122474,Открытие вклада
4000226,CANCELED,2020-10-15T12:58:44Z,15811,Real,BRL,null,Счет 69133382441815964889,Открытие вклада
657871,EXECUTED,2020-09-05T10:55:34Z,27001,Real,BRL,Discover 0217919936031483,Mastercard 4418672564644161,Перевод с карты на карту
3165390,CANCELED,2020-09-05T22:15:10Z,30446,Rupiah,IDR,Visa 9111104108695735,Счет 32801675109430052721,Перевод организации
1100171,PENDING,2021-01-14T07:08:14Z,11683,Leu,MDL,null,Счет 08116016835671035018,Открытие вклада
4241482,EXECUTED,2020-06-14T00:38:26Z,12883,Euro,EUR,American Express 7925414478447415,Discover 3248980422389126,Перевод с карты на карту
3912659,EXECUTED,2022-11-10T10:59:57Z,20359,Euro,EUR,Счет 84772566576779073867,Счет 51789566328678550571,Перевод со счета на счет
1338538,EXECUTED,2020-01-19T16:23:39Z,14989,Real,BRL,null,Счет 23220034130878382629,Открытие вклада
4935914,PENDING,2023-10-10T02:24:12Z,21686,Zloty,PLN,American Express 6113480057863136,Discover 4775142254527406,Перевод с карты на карту
1783806,EXECUTED,2022-06-06T12:41:37Z,29514,Yuan Renminbi,CNY,null,Счет 45251371453569515319,Открытие вклада
178442,CANCELED,2023-04-14T02:31:59Z,18234,Ariary,MGA,American Express 1326444308297544,Счет 87729722681135486451,Перевод организации
1273971,EXECUTED,2020-03-13T02:59:12Z,20340,Koruna,CZK,American Express 1765504244435906,Discover 2511193251656040,Перевод с карты на карту
1938897,EXECUTED,2022-09-09T01:21:13Z,20083,Ruble,RUB,Счет 86244850477007883319,Счет 81698090448201122541,Перевод со счета на счет
2714414,EXECUTED,2020-09-23T11:13:12Z,15197,Real,BRL,Visa 6732434149908393,American Express 8593751538402455,Перевод с карты на карту
4715657,EXECUTED,2021-04-18T14:46:50Z,26241,Euro,EUR,null,Счет 18723067209786329754,Открытие вклада
2973415,CANCELED,2023-07-19T02:48:06Z,15601,Ruble,RUB,Visa 5867137497562917,Discover 3332388352371784,Перевод с карты на карту
2118921,EXECUTED,2021-08-08T23:53:52Z,30698,Rand,ZAR,Mastercard 7108773872682369,Discover 3197637653117698,Перевод с карты на карту
4048016,EXECUTED,2021-01-18T04:21:03Z,13016,Dollar,USD,Visa 1822464877037712,Счет 76364325991125397630,Перевод организации
3041751,EXECUTED,2021-10-26T20:47:52Z,31225,Rupiah,IDR,Счет 80224172552292784880,Счет 90191833039827010605,Перевод со счета на счет
4270314,EXECUTED,2022-02-15T22:52:54Z,24038,Rupiah,IDR,Счет 02691225647658958232,Счет 39307194048455580243,Перевод со счета на счет
4816780,EXECUTED,2022-07-10T19:31:43Z,18833,Yuan Renminbi,CNY,Discover 5399197086060641,Visa 5416070245776578,Перевод с карты на карту
3194671,EXECUTED,2022-06-09T11:38:05Z,29264,Rupiah,IDR,Mastercard 2918298467419750,American Express 0533907678914511,Перевод с карты на карту
1867344,CANCELED,2020-08-02T21:41:03Z,18405,Birr,ETB,Discover 0226536530912909,American Express 1134625424537532,Перевод с карты на карту
1685961,CANCELED,2020-07-23T03:52:45Z,12317,Kwacha,ZMW,Visa 7227419491836001,Visa 3483890719203095,Перевод с карты на карту
1986667,EXECUTED,2023-01-21T17:49:00Z,18714,Yuan Renminbi,CNY,American Express 1691246927351408,Mastercard 8151044729025830,Перевод с карты на карту
965351,CANCELED,2022-07-02T15:22:31Z,29866,Euro,EUR,Discover 4593062041236658,Mastercard 3719208098203653,Перевод с карты на карту
2035749,EXECUTED,2021-04-08T10:45:39Z,20504,Krona,SEK,Mastercard 0889907951913287,Visa 2716589984100897,Перевод с карты на карту
4136534,PENDING,2023-03-03T19:31:48Z,21909,Dollar,CAD,Mastercard 4534142823002219,Счет 26030281604290741032,Перевод организации
5360298,EXECUTED,2022-06-08T15:02:20Z,14453,Yuan Renminbi,CNY,null,Счет 37691874930878159024,Открытие вклада
2161648,EXECUTED,2022-02-28T03:41:05Z,29036,Yuan Renminbi,CNY,American Express 1478543718881717,Visa 3473835026129304,Перевод с карты на карту
4537613,EXECUTED,2020-05-01T05:11:52Z,15559,Denar,MKD,null,Счет 04861195584806335361,Открытие вклада
5293227,EXECUTED,2020-01-04T09:08:53Z,20057,Rupiah,IDR,American Express 2116425281031997,American Express 8012980677386841,Перевод с карты на карту
1473371,EXECUTED,2023-06-26T00:45:54Z,25803,Krona,SEK,Счет 53667996076872401192,Счет 87196124715698829517,Перевод со счета на счет
2407135,EXECUTED,2022-08-07T12:37:13Z,15333,Ruble,RUB,Discover 6574691179829422,Discover 4659403386698758,Перевод с карты на карту
4333005,PENDING,2020-02-06T11:36:24Z,12480,Ruble,RUB,Mastercard 7673263953329337,Discover 6961587092605561,Перевод с карты на карту
2998233,CANCELED,2020-12-24T11:32:48Z,22659,Rupiah,IDR,Visa 4050503394900724,Visa 1090237511782025,Перевод с карты на карту
623222,EXECUTED,2021-02-21T22:36:14Z,31384,Peso,PHP,null,Счет 63001674290020324128,Открытие вклада
4861677,CANCELED,2022-12-01T02:46:48Z,18175,Rupiah,IDR,Mastercard 8930638977205518,American Express 4666899135384912,Перевод с карты на карту
933067,EXECUTED,2022-02-20T19:39:35Z,23606,Rupiah,IDR,Discover 1840188963578502,Mastercard 5713740711744549,Перевод с карты на карту
247565,EXECUTED,2023-08-30T03:42:07Z,28573,Tugrik,MNT,Visa 9774019383356735,Discover 4051037194361986,Перевод с карты на карту
5158681,EXECUTED,2020-09-07T00:13:00Z,12237,Colon,CRC,null,Счет 49125705423607947451,Открытие вклада
3869757,EXECUTED,2021-08-28T15:02:53Z,21657,Won,KRW,American Express 7666682546487609,Счет 62190083133988481008,Перевод организации
3067488,EXECUTED,2022-05-13T14:01:24Z,17359,Franc,XOF,null,Счет 68004740631560579440,Открытие вклада
86937,EXECUTED,2020-06-08T17:05:55Z,13600,Peso,PHP,Mastercard 6498229229138443,Mastercard 2516515265860980,Перевод с карты на карту
3530319,PENDING,2022-02-08T18:49:18Z,11294,Pound,SYP,Счет 64339097692172543801,Счет 65515023539147659794,Перевод со счета на счет
4585117,PENDING,2022-10-30T01:13:39Z,31183,Shekel,ILS,American Express 1645890173600671,American Express 4738095110228336,Перевод с карты на карту
980934,CANCELED,2022-08-09T16:40:56Z,19984,Denar,MKD,Visa 8118831819514822,Visa 3834738689849997,Перевод с карты на карту
2528292,EXECUTED,2021-09-29T16:23:50Z,13964,Real,BRL,null,Счет 57722832117985490259,Открытие вклада
1982883,EXECUTED,2020-08-21T05:30:40Z,14195,Peso,PHP,Счет 71672643329658156340,Счет 55004304583222449176,Перевод со счета на счет
3538118,EXECUTED,2021-07-25T23:49:08Z,27273,Euro,EUR,Mastercard 5527832318441154,Visa 3094485099995524,Перевод с карты на карту
4108682,EXECUTED,2023-04-21T01:22:42Z,23818,Dollar,ZWL,Счет 76802369113362810826,Счет 09259769881597013570,Перевод со счета на счет
2236163,PENDING,2023-06-29T20:33:57Z,19612,Peso,PHP,Счет 40742441133364006255,Счет 52562367063354770261,Перевод со счета на счет
4798686,EXECUTED,2022-06-24T09:56:11Z,27161,Rupiah,IDR,American Express 5886408194837722,Счет 91273681805399484899,Перевод организации
3303846,EXECUTED,2022-11-09T02:58:34Z,22435,Yuan Renminbi,CNY,Mastercard 0243313614529446,Visa 0833884492936128,Перевод с карты на карту
3454563,EXECUTED,2023-05-24T17:20:40Z,26383,Peso,DOP,Discover 0877300524303700,Mastercard 9503997041361150,Перевод с карты на карту
705801,EXECUTED,2022-03-26T03:44:05Z,14656,Yuan Renminbi,CNY,Счет 04742683428333291836,Счет 43339641766183302441,Перевод со счета на счет
1755044,EXECUTED,2023-05-14T07:14:56Z,30879,Euro,EUR,Mastercard 9752594665312260,Discover 3313277406142070,Перевод с карты на карту
1095430,EXECUTED,2020-12-13T01:32:27Z,20199,Zloty,PLN,Visa 0724101113837922,Mastercard 8461257742077490,Перевод с карты на карту
370987,EXECUTED,2022-11-20T00:53:12Z,22168,Sol,PEN,Discover 2384936521478279,Discover 7842872234180961,Перевод с карты на карту
3431663,EXECUTED,2020-09-03T18:10:01Z,14692,Dirham,MAD,Discover 6107749699901265,Mastercard 6224824751764997,Перевод с карты на карту
2487375,EXECUTED,2023-10-28T01:54:42Z,28923,Koruna,CZK,Discover 2805605465672180,American Express 6533078917571069,Перевод с карты на карту
1339705,EXECUTED,2020-10-14T03:24:22Z,28004,Rupiah,IDR,Mastercard 8685716523724966,American Express 2144390914499953,Перевод с карты на карту
2130317,CANCELED,2023-02-12T17:00:13Z,13110,Euro,EUR,Visa 1798516137758885,American Express 9240116466875419,Перевод с карты на карту
3438816,CANCELED,2023-11-05T16:48:43Z,26079,Yuan Renminbi,CNY,Mastercard 5108614767969466,Visa 5767539451711776,Перевод с карты на карту
2777241,EXECUTED,2022-08-06T18:50:59Z,31387,Euro,EUR,null,Счет 14195503151882870500,Открытие вклада
179297,CANCELED,2021-07-18T17:01:37Z,22903,Yuan Renminbi,CNY,Visa 5246468940177899,Discover 4943164861012443,Перевод с карты на карту
5245387,PENDING,2023-08-11T06:53:48Z,25234,Euro,EUR,American Express 8621646228906535,American Express 8098137039932677,Перевод с карты на карту
607427,EXECUTED,2022-10-01T18:21:02Z,30841,Euro,EUR,Mastercard 9925016125066440,Счет 09571733738592505198,Перевод организации
1951541,EXECUTED,2021-08-08T12:02:26Z,24578,Rupiah,IDR,Счет 32336212676182149396,Счет 63310393419531139775,Перевод со счета на счет
2060808,EXECUTED,2023-05-29T10:46:27Z,17205,Rupiah,IDR,American Express 6824612302544616,Discover 9272851343747436,Перевод с карты на карту
481674,PENDING,2023-06-27T11:17:05Z,24192,Rupiah,IDR,null,Счет 30690764917065605785,Открытие вклада
3841619,EXECUTED,2021-11-17T04:36:33Z,20412,Yuan Renminbi,CNY,Mastercard 9807327200481485,Mastercard 0299086655780284,Перевод с карты на карту
5453219,PENDING,2020-06-26T19:31:50Z,34289,Koruna,CZK,null,Счет 23862786914703615175,Открытие вклада
3153071,EXECUTED,2023-05-20T21:17:42Z,13313,Yuan Renminbi,CNY,Mastercard 0794952418427529,Счет 30468403156080458573,Перевод организации
2961341,PENDING,2022-12-05T22:01:59Z,19724,Peso,PHP,Visa 5505312713585497,Счет 63298657753084851664,Перевод организации
4838619,EXECUTED,2020-04-26T10:41:18Z,26514,Yuan Renminbi,CNY,null,Счет 74650466361774178409,Открытие вклада
2230588,CANCELED,2023-08-02T10:32:00Z,19286,Baht,THB,Visa 5185869643817810,Счет 76800397851665030198,Перевод организации
993757,EXECUTED,2021-04-10T00:15:28Z,29404,Rupiah,IDR,null,Mastercard 5571473906374337,Открытие вклада
2803160,EXECUTED,2021-03-05T16:24:50Z,25564,Euro,EUR,American Express 1555233301970134,Mastercard 6216600381341670,Перевод с карты на карту
184982,EXECUTED,2023-10-18T09:58:30Z,30875,Peso,PHP,Счет 68618274472387272521,Счет 34738427654190529447,Перевод со счета на счет
1864965,EXECUTED,2020-11-15T12:11:02Z,27263,Dollar,CAD,Mastercard 3958840916920306,Visa 2571463246095167,Перевод с карты на карту
23440,EXECUTED,2020-01-12T21:18:53Z,18722,Rupiah,IDR,Mastercard 5602170315013567,Mastercard 8900744357320212,Перевод с карты на карту
4252882,EXECUTED,2021-12-28T17:45:00Z,14529,Rupiah,IDR,Mastercard 3509089718655139,Счет 93392096295283606285,Перевод организации
4981054,PENDING,2022-06-23T06:14:20Z,30316,Baht,THB,null,Счет 90489082675296745022,Открытие вклада
145602,PENDING,2022-09-27T19:32:41Z,20423,Dollar,USD,null,Счет 96420288541936966744,Открытие вклада
1649449,EXECUTED,2020-07-23T05:16:10Z,31244,Hryvnia,UAH,Счет 10466210146357715653,Счет 36092807347166992186,Перевод со счета на счет
3108420,EXECUTED,2022-11-02T17:04:23Z,28277,Peso,PHP,Visa 7682301364226873,Mastercard 3106557426290278,Перевод с карты на карту
4454103,EXECUTED,2021-11-14T23:39:51Z,11810,Naira,NGN,Mastercard 2136046871690126,Mastercard 7042400439502416,Перевод с карты на карту
3909380,EXECUTED,2021-08-25T03:43:29Z,13649,Zloty,PLN,American Express 5211438944540134,Visa 8316296173787409,Перевод с карты на карту
3390503,EXECUTED,2023-10-23T02:58:24Z,26618,Dollar,USD,Discover 5363382794429079,Mastercard 3479304052123302,Перевод с карты на карту
470092,PENDING,2020-12-03T14:53:40Z,30922,Hryvnia,UAH,null,Счет 73554102589353530426,Открытие вклада
3613611,EXECUTED,2022-02-26T16:40:39Z,25092,Yuan Renminbi,CNY,null,Счет 87155597019241140791,Открытие вклада
889749,EXECUTED,2020-08-17T18:26:12Z,19887,Peso,PHP,null,Счет 12861073027764218922,Открытие вклада
5176659,EXECUTED,2022-10-10T05:04:11Z,22130,Kuna,HRK,American Express 2005673958766293,Discover 1840803393135690,Перевод с карты на карту
3243213,PENDING,2020-08-03T12:47:55Z,18212,Yuan Renminbi,CNY,null,Mastercard 6840667987524201,Открытие вклада
3009326,EXECUTED,2023-01-14T14:39:46Z,22317,Yuan Renminbi,CNY,null,Счет 26393704193461839840,Открытие вклада
5492982,CANCELED,2020-03-31T11:18:23Z,22792,Shilling,TZS,Discover 9434675009158320,Mastercard 3366006818705356,Перевод с карты на карту
1995784,CANCELED,2023-07-04T16:45:09Z,21185,Dollar,USD,Счет 21198763177103220132,Счет 70934017444707070769,Перевод со счета на счет
1186987,EXECUTED,2020-12-29T12:58:43Z,17720,Dollar,USD,American Express 6132601488769441,American Express 3682144031882457,Перевод с карты на карту
4791426,CANCELED,2022-11-29T14:18:03Z,21164,Manat,AZN,Discover 1973384344839349,Mastercard 0697867977114980,Перевод с карты на карту
2356504,CANCELED,2023-06-16T03:29:16Z,11793,Bolivar,VEF,American Express 7978028792621638,Discover 0303573324449618,Перевод с карты на карту
860180,EXECUTED,2022-01-29T12:24:16Z,34059,Dollar,BBD,Счет 08521607300947112217,Счет 47748213568318724968,Перевод со счета на счет
2309928,CANCELED,2021-09-30T04:55:48Z,17254,Dollar,USD,Visa 7008199142226268,Discover 1324430366166840,Перевод с карты на карту
665945,EXECUTED,2023-02-11T07:00:14Z,25582,Yuan Renminbi,CNY,Mastercard 7873561790589216,Discover 6216063892409289,Перевод с карты на карту
4877288,PENDING,2023-03-22T21:06:55Z,32771,Hryvnia,UAH,Discover 3175955318657678,American Express 9365944599565412,Перевод с карты на карту
4377488,CANCELED,2023-07-02T19:32:47Z,33265,Ruble,RUB,Discover 6505902114235361,Счет 35036089776755124501,Перевод организации
4090845,EXECUTED,2020-10-21T19:33:56Z,33047,Yuan Renminbi,CNY,Mastercard 0881837665755629,Discover 8878436805864916,Перевод с карты на карту
3891105,CANCELED,2023-03-13T16:56:42Z,15427,Rupiah,IDR,null,Счет 26393704193461839840,Открытие вклада
1962175,EXECUTED,2021-11-16T19:02:59Z,28652,Yuan Renminbi,CNY,Discover 9323363747302557,American Express 8550744819721719,Перевод с карты на карту
1319716,EXECUTED,2020-12-01T00:28:32Z,29565,Euro,EUR,null,Счет 96118455528870917719,Открытие вклада
1837484,EXECUTED,2023-08-30T15:59:33Z,31858,Riels,KHR,null,Счет 29532014093950544161,Открытие вклада
5161584,PENDING,2021-01-10T11:47:23Z,21117,Baht,THB,Visa 7161243147790334,Счет 76355617883095566183,Перевод организации
4566720,EXECUTED,2023-04-28T09:11:59Z,23337,Rupiah,IDR,Mastercard 7043145252705225,Discover 8612251241069277,Перевод с карты на карту
4692041,EXECUTED,2021-10-25T12:32:28Z,18106,Ruble,RUB,Mastercard 7725500610751579,Discover 8189486607683162,Перевод с карты на карту
69381,EXECUTED,2023-06-25T00:54:54Z,25034,Peso,PHP,Discover 2069258528599252,American Express 0280213857169957,Перевод с карты на карту
2618986,EXECUTED,2021-04-23T06:29:57Z,14889,Yuan Renminbi,CNY,null,Счет 86227039343761470585,Открытие вклада
2848273,PENDING,2023-01-13T20:34:02Z,18871,Tugrik,MNT,null,Счет 13106498680479579714,Открытие вклада
3558365,EXECUTED,2021-10-27T04:17:02Z,11390,Dinar,RSD,Discover 8135220731606501,Visa 8519337879237891,Перевод с карты на карту
5141301,EXECUTED,2021-02-10T05:48:31Z,34449,Peso,MXN,Mastercard 9094554442125191,Mastercard 0219801027470764,Перевод с карты на карту
2015703,CANCELED,2021-02-06T16:02:25Z,13613,Ruble,RUB,Visa 5309985455135498,Mastercard 4613141986927768,Перевод с карты на карту
2440823,EXECUTED,2022-04-28T04:35:47Z,26452,Yuan Renminbi,CNY,Счет 57068616020551568657,Счет 39472302173419179046,Перевод со счета на счет
3799548,EXECUTED,2021-07-10T23:06:35Z,16367,Zloty,PLN,Mastercard 9455110822097544,Mastercard 1174677334919819,Перевод с карты на карту
4632105,EXECUTED,2021-06-28T18:34:24Z,23503,Litas,LTL,null,Счет 57504665654485902218,Открытие вклада
5284252,EXECUTED,2022-09-10T20:15:23Z,32460,Peso,COP,American Express 1332351885092152,Discover 5220316125164765,Перевод с карты на карту
4131632,EXECUTED,2023-01-28T14:07:13Z,23279,Sol,PEN,Счет 93939790195798221726,Счет 31058385359716629835,Перевод со счета на счет
2261762,EXECUTED,2021-09-05T10:35:35Z,14166,Rand,ZAR,American Express 9413119380041772,Счет 07723181147351793754,Перевод организации
1877911,EXECUTED,2022-01-16T22:55:45Z,19402,Yuan Renminbi,CNY,Discover 7966414999631451,Visa 9890884966614254,Перевод с карты на карту
2504417,EXECUTED,2020-12-08T13:19:50Z,16974,Litas,LTL,Mastercard 8188447897681996,Discover 1532509159225769,Перевод с карты на карту
698356,EXECUTED,2023-05-03T13:51:53Z,32796,Euro,EUR,Visa 8747160483988946,Discover 4433701462447192,Перевод с карты на карту
3146089,PENDING,2023-03-09T07:50:56Z,30095,Cordoba,NIO,Mastercard 1871929909720556,Mastercard 4747357637092907,Перевод с карты на карту
1389857,EXECUTED,2020-11-17T17:09:13Z,21603,Dollar,CAD,null,Счет 27138777924099074002,Открытие вклада
1291866,EXECUTED,2021-01-15T07:59:44Z,32422,Peso,PHP,Discover 6160432739111739,Visa 8699751959491458,Перевод с карты на карту
103583,EXECUTED,2020-09-17T05:18:29Z,17874,Peso,PHP,Visa 4855085387443296,Счет 75072264654916538239,Перевод организации
1779770,EXECUTED,2021-01-01T05:06:24Z,24045,Euro,EUR,American Express 3974807204664022,Visa 7286072015230056,Перевод с карты на карту
1526737,EXECUTED,2021-05-01T13:44:54Z,25899,Sol,PEN,Visa 3678907439193029,Visa 2372278911720651,Перевод с карты на карту
5051972,EXECUTED,2023-08-25T19:34:26Z,22833,Ruble,RUB,Счет 57132829784776201423,Счет 95605694496875862934,Перевод со счета на счет
1268635,CANCELED,2021-01-14T18:55:07Z,12828,Real,BRL,null,Счет 32248526147178442424,Открытие вклада
4858820,EXECUTED,2023-11-10T01:45:02Z,26587,Euro,EUR,American Express 7790762190747026,Discover 3102325449843941,Перевод с карты на карту
2856643,EXECUTED,2020-07-23T19:59:43Z,18385,Rupiah,IDR,Visa 4452086855883327,Счет 43327248645163885009,Перевод организации
4379476,EXECUTED,2023-05-29T06:15:58Z,28530,Baht,THB,Счет 60460176411943071352,Счет 02531502899282069991,Перевод со счета на счет
5413248,EXECUTED,2022-03-12T14:36:54Z,29415,Rupee,PKR,null,Счет 02009734256372108572,Открытие вклада
427908,CANCELED,2021-05-21T09:37:56Z,20044,Euro,EUR,Discover 7329967510672138,Mastercard 1651093824373527,Перевод с карты на карту
4799791,CANCELED,2021-10-25T05:00:24Z,30532,Rand,ZAR,American Express 1585770926274017,Visa 8095447901346272,Перевод с карты на карту
516388,PENDING,2020-11-22T16:56:55Z,27921,Dinar,JOD,Mastercard 7201033785622479,Счет 28268105792239263134,Перевод организации
165674,EXECUTED,2020-10-25T14:02:21Z,32941,Yuan Renminbi,CNY,null,Счет 62088989336251710706,Открытие вклада
599923,EXECUTED,2022-05-17T01:20:27Z,23726,Hryvnia,UAH,null,Счет 84264068172369308606,Открытие вклада
3348456,EXECUTED,2020-10-07T00:05:53Z,15868,Dollar,JMD,Discover 8768998127167498,Visa 7059136579061251,Перевод с карты на карту
4715639,EXECUTED,2023-10-05T15:48:11Z,28229,Euro,EUR,Mastercard 4045132467361262,Mastercard 2093800981966818,Перевод с карты на карту
313261,EXECUTED,2021-08-05T15:53:37Z,32359,Dollar,CAD,Discover 5633142677244160,American Express 2510622542505947,Перевод с карты на карту
1867114,EXECUTED,2021-05-10T18:55:29Z,14544,Gourde,HTG,Mastercard 0767525826606493,Счет 76157683185767446509,Перевод организации
285162,EXECUTED,2020-02-16T05:57:14Z,14998,Euro,EUR,Visa 5657694484999647,Счет 80381715426372893972,Перевод организации
497278,EXECUTED,2023-11-04T10:07:05Z,18259,Yuan Renminbi,CNY,Discover 6474281107647502,Visa 8491958677715838,Перевод с карты на карту
1065717,EXECUTED,2022-12-19T10:33:12Z,21179,Yuan Renminbi,CNY,American Express 8437146360943076,American Express 5093867135550233,Перевод с карты на карту
5066038,CANCELED,2023-10-23T04:42:50Z,33373,Yuan Renminbi,CNY,American Express 3496806381597278,Visa 8206482923610786,Перевод с карты на карту
1103761,EXECUTED,2022-09-05T18:55:31Z,29638,Peso,MXN,null,Счет 19915646485862087669,Открытие вклада
4157727,EXECUTED,2022-06-08T08:56:00Z,19642,Yen,JPY,Счет 76170734056444515565,Счет 16776970109008326532,Перевод со счета на счет
2170443,EXECUTED,2020-10-12T11:43:12Z,18929,Rupiah,IDR,Visa 4357435066781652,Mastercard 3980149543055441,Перевод с карты на карту
